-180 0.035526
-175.33 0.039678
-167.17 0.0953
-148.12 0.25008
-120.91 0.41312
-97.192 0.53258
-78.605 0.58912
-68.731 0.61538
-59.588 0.62477
-51.464 0.60413
-42.879 0.54221
-36.357 0.4728
-25.809 0.30957
-14.809 0.12383
-11.238 0.056285
-8.8616 0.020638
-6.7894 0.0056285
-6      0
7      0
7.3762 0.0018762
9.8695 0.035647
12.645 0.097561
15.554 0.19325
19.203 0.28143
25.354 0.38649
32.245 0.48405
42.219 0.61538
53.376 0.74296
60.288 0.79362
68.035 0.81219
74.255 0.79273
87.473 0.72620
101.08 0.63996
150.06 0.27500
163.67 0.1256
171.45 0.050941
180 0.035526
